latitude_bin,longitude_bin,updated_type,updated_subtype,count
41.95,-87.69,Hazard,Unclassified,1
41.95,-87.69,Hazard,Weather,5
41.95,-87.69,Jam,Heavy Traffic,448
41.95,-87.69,Jam,Moderate Traffic,26
41.95,-87.69,Jam,Stand Still Traffic,332
41.95,-87.69,Jam,Unclassified,168
41.95,-87.69,Road Closed,Unclassified,15
41.95,-87.68,Accident,Major,13
41.95,-87.68,Accident,Unclassified,33
41.95,-87.68,Hazard,On Road,208
41.95,-87.68,Hazard,On Shoulder,26
41.95,-87.68,Hazard,Unclassified,2
41.95,-87.68,Hazard,Weather,13
41.95,-87.68,Jam,Heavy Traffic,424
41.95,-87.68,Jam,Moderate Traffic,16
41.95,-87.68,Jam,Stand Still Traffic,372
41.95,-87.68,Jam,Unclassified,139
41.95,-87.68,Road Closed,Construction,1
41.95,-87.68,Road Closed,Unclassified,32
41.95,-87.67,Accident,Major,3
41.95,-87.67,Accident,Minor,3
41.95,-87.67,Accident,Unclassified,45
41.95,-87.67,Hazard,On Road,426
41.95,-87.67,Hazard,On Shoulder,27
41.95,-87.67,Hazard,Weather,17
41.95,-87.67,Jam,Heavy Traffic,539
41.95,-87.67,Jam,Moderate Traffic,20
41.95,-87.67,Jam,Stand Still Traffic,434
41.95,-87.67,Jam,Unclassified,172
41.95,-87.67,Road Closed,Event,5
41.95,-87.67,Road Closed,Unclassified,39
41.95,-87.66,Accident,Major,1
41.95,-87.66,Accident,Minor,1
41.95,-87.66,Accident,Unclassified,35
41.95,-87.66,Hazard,On Road,170
41.95,-87.66,Hazard,On Shoulder,23
41.95,-87.66,Hazard,Unclassified,3
41.95,-87.66,Hazard,Weather,9
41.95,-87.66,Jam,Heavy Traffic,365
41.95,-87.66,Jam,Moderate Traffic,21
41.95,-87.66,Jam,Stand Still Traffic,393
41.95,-87.66,Jam,Unclassified,185
41.95,-87.66,Road Closed,Construction,1
41.95,-87.66,Road Closed,Event,5
41.95,-87.66,Road Closed,Unclassified,113
41.95,-87.65,Accident,Major,1
41.95,-87.65,Accident,Minor,1
41.95,-87.65,Accident,Unclassified,50
41.95,-87.65,Hazard,On Road,240
41.95,-87.65,Hazard,On Shoulder,47
41.95,-87.65,Hazard,Weather,19
41.95,-87.65,Jam,Heavy Traffic,395
41.95,-87.65,Jam,Moderate Traffic,31
41.95,-87.65,Jam,Stand Still Traffic,608
41.95,-87.65,Jam,Unclassified,187
41.95,-87.65,Road Closed,Event,49
41.95,-87.65,Road Closed,Unclassified,329
41.95,-87.64,Accident,Major,7
41.95,-87.64,Accident,Minor,12
41.95,-87.64,Accident,Unclassified,105
41.95,-87.64,Hazard,On Road,409
41.95,-87.64,Hazard,On Shoulder,389
41.95,-87.64,Hazard,Unclassified,5
41.95,-87.64,Hazard,Weather,19
41.95,-87.64,Jam,Heavy Traffic,421
41.95,-87.64,Jam,Moderate Traffic,19
41.95,-87.64,Jam,Stand Still Traffic,457
41.95,-87.64,Jam,Unclassified,155
41.95,-87.64,Road Closed,Event,52
41.95,-87.64,Road Closed,Unclassified,9
41.96,-87.93,Hazard,On Road,5
41.96,-87.93,Hazard,On Shoulder,8
41.96,-87.92,Hazard,On Road,16
41.96,-87.92,Hazard,On Shoulder,2
41.96,-87.92,Hazard,Unclassified,4
41.96,-87.92,Hazard,Weather,1
41.96,-87.92,Jam,Unclassified,2
41.96,-87.91,Accident,Unclassified,1
41.96,-87.91,Hazard,On Road,7
41.96,-87.91,Hazard,Unclassified,3
41.96,-87.91,Hazard,Weather,1
41.96,-87.89,Accident,Unclassified,5
41.96,-87.89,Hazard,On Road,71
41.96,-87.89,Hazard,On Shoulder,118
41.96,-87.89,Hazard,Weather,2
41.96,-87.89,Jam,Heavy Traffic,17
41.96,-87.89,Jam,Stand Still Traffic,8
41.96,-87.89,Jam,Unclassified,9
41.96,-87.88,Accident,Major,1
41.96,-87.88,Accident,Minor,3
41.96,-87.88,Accident,Unclassified,11
41.96,-87.88,Hazard,On Road,71
41.96,-87.88,Hazard,On Shoulder,261
41.96,-87.88,Hazard,Unclassified,9
41.96,-87.88,Hazard,Weather,2
41.96,-87.88,Jam,Heavy Traffic,31
41.96,-87.88,Jam,Moderate Traffic,1
41.96,-87.88,Jam,Stand Still Traffic,36
41.96,-87.88,Jam,Unclassified,15
41.96,-87.88,Road Closed,Unclassified,2
41.96,-87.85,Accident,Unclassified,2
41.96,-87.85,Hazard,On Road,10
41.96,-87.85,Hazard,On Shoulder,5
41.96,-87.85,Jam,Unclassified,1
41.96,-87.84,Accident,Major,1
41.96,-87.84,Accident,Minor,2
41.96,-87.84,Accident,Unclassified,8
41.96,-87.84,Hazard,On Road,112
41.96,-87.84,Hazard,On Shoulder,7
41.96,-87.84,Hazard,Unclassified,6
41.96,-87.84,Hazard,Weather,1
41.96,-87.84,Jam,Heavy Traffic,68
41.96,-87.84,Jam,Moderate Traffic,2
41.96,-87.84,Jam,Stand Still Traffic,67
41.96,-87.84,Jam,Unclassified,30
41.96,-87.8,Accident,Unclassified,3
41.96,-87.8,Hazard,On Road,5
41.96,-87.8,Hazard,Unclassified,2
41.96,-87.8,Jam,Heavy Traffic,33
41.96,-87.8,Jam,Moderate Traffic,1
41.96,-87.8,Jam,Stand Still Traffic,26
41.96,-87.8,Jam,Unclassified,12
41.96,-87.79,Accident,Unclassified,7
41.96,-87.79,Hazard,On Road,21
41.96,-87.79,Hazard,On Shoulder,3
41.96,-87.79,Hazard,Weather,3
41.96,-87.79,Jam,Heavy Traffic,22
41.96,-87.79,Jam,Stand Still Traffic,9
41.96,-87.79,Jam,Unclassified,14
41.96,-87.78,Accident,Major,1
41.96,-87.78,Accident,Unclassified,9
41.96,-87.78,Hazard,On Road,52
41.96,-87.78,Hazard,On Shoulder,2
41.96,-87.78,Hazard,Weather,1
41.96,-87.78,Jam,Heavy Traffic,33
41.96,-87.78,Jam,Moderate Traffic,1
41.96,-87.78,Jam,Stand Still Traffic,22
41.96,-87.78,Jam,Unclassified,33
41.96,-87.78,Road Closed,Construction,1
41.96,-87.78,Road Closed,Unclassified,12
41.96,-87.77,Accident,Minor,2
41.96,-87.77,Accident,Unclassified,9
41.96,-87.77,Hazard,On Road,173
41.96,-87.77,Hazard,On Shoulder,2
41.96,-87.77,Hazard,Weather,3
41.96,-87.77,Jam,Heavy Traffic,73
41.96,-87.77,Jam,Moderate Traffic,1
41.96,-87.77,Jam,Stand Still Traffic,50
41.96,-87.77,Jam,Unclassified,36
41.96,-87.77,Road Closed,Unclassified,15
41.96,-87.76,Accident,Major,1
41.96,-87.76,Accident,Minor,2
41.96,-87.76,Accident,Unclassified,12
41.96,-87.76,Hazard,On Road,142
41.96,-87.76,Hazard,On Shoulder,10
41.96,-87.76,Hazard,Unclassified,1
41.96,-87.76,Hazard,Weather,5
41.96,-87.76,Jam,Heavy Traffic,200
41.96,-87.76,Jam,Moderate Traffic,4
41.96,-87.76,Jam,Stand Still Traffic,163
41.96,-87.76,Jam,Unclassified,90
41.96,-87.76,Road Closed,Unclassified,57
41.96,-87.75,Accident,Major,28
41.96,-87.75,Accident,Minor,27
41.96,-87.75,Accident,Unclassified,123
41.96,-87.75,Hazard,On Road,819
41.96,-87.75,Hazard,On Shoulder,1495
41.96,-87.75,Hazard,Unclassified,19
41.96,-87.75,Hazard,Weather,13
41.96,-87.75,Jam,Heavy Traffic,1820
41.96,-87.75,Jam,Moderate Traffic,28
41.96,-87.75,Jam,Stand Still Traffic,1456
41.96,-87.75,Jam,Unclassified,413
41.96,-87.75,Road Closed,Construction,2
41.96,-87.75,Road Closed,Event,9907
41.96,-87.75,Road Closed,Unclassified,159
41.96,-87.74,Accident,Major,41
41.96,-87.74,Accident,Minor,38
41.96,-87.74,Accident,Unclassified,209
41.96,-87.74,Hazard,On Road,857
41.96,-87.74,Hazard,On Shoulder,2158
41.96,-87.74,Hazard,Unclassified,16
41.96,-87.74,Hazard,Weather,30
41.96,-87.74,Jam,Heavy Traffic,2945
41.96,-87.74,Jam,Moderate Traffic,51
41.96,-87.74,Jam,Stand Still Traffic,2287
41.96,-87.74,Jam,Unclassified,571
41.96,-87.74,Road Closed,Construction,1
41.96,-87.74,Road Closed,Event,1
41.96,-87.74,Road Closed,Unclassified,27
41.96,-87.73,Accident,Major,9
41.96,-87.73,Accident,Minor,11
41.96,-87.73,Accident,Unclassified,65
41.96,-87.73,Hazard,On Road,361
41.96,-87.73,Hazard,On Shoulder,406
41.96,-87.73,Hazard,Unclassified,8
41.96,-87.73,Hazard,Weather,10
41.96,-87.73,Jam,Heavy Traffic,857
41.96,-87.73,Jam,Moderate Traffic,28
41.96,-87.73,Jam,Stand Still Traffic,651
41.96,-87.73,Jam,Unclassified,219
41.96,-87.73,Road Closed,Event,1
41.96,-87.73,Road Closed,Unclassified,28
41.96,-87.72,Accident,Major,3
41.96,-87.72,Accident,Minor,1
41.96,-87.72,Accident,Unclassified,11
41.96,-87.72,Hazard,On Road,161
41.96,-87.72,Hazard,On Shoulder,8
41.96,-87.72,Hazard,Weather,8
41.96,-87.72,Jam,Heavy Traffic,236
41.96,-87.72,Jam,Moderate Traffic,7
41.96,-87.72,Jam,Stand Still Traffic,193
41.96,-87.72,Jam,Unclassified,102
41.96,-87.72,Road Closed,Unclassified,24
41.96,-87.71,Accident,Major,2
41.96,-87.71,Accident,Minor,1
41.96,-87.71,Accident,Unclassified,16
41.96,-87.71,Hazard,On Road,236
41.96,-87.71,Hazard,On Shoulder,13
41.96,-87.71,Hazard,Unclassified,2
41.96,-87.71,Hazard,Weather,3
41.96,-87.71,Jam,Heavy Traffic,344
41.96,-87.71,Jam,Moderate Traffic,9
41.96,-87.71,Jam,Stand Still Traffic,169
41.96,-87.71,Jam,Unclassified,107
41.96,-87.71,Road Closed,Unclassified,14
41.96,-87.7,Accident,Major,3
41.96,-87.7,Accident,Minor,1
41.96,-87.7,Accident,Unclassified,11
41.96,-87.7,Hazard,On Road,226
41.96,-87.7,Hazard,On Shoulder,4
41.96,-87.7,Hazard,Weather,1
41.96,-87.7,Jam,Heavy Traffic,390
41.96,-87.7,Jam,Moderate Traffic,4
41.96,-87.7,Jam,Stand Still Traffic,179
41.96,-87.7,Jam,Unclassified,63
41.96,-87.7,Road Closed,Construction,2
41.96,-87.7,Road Closed,Event,2
41.96,-87.7,Road Closed,Unclassified,250
41.96,-87.69,Accident,Major,6
41.96,-87.69,Accident,Minor,1
41.96,-87.69,Accident,Unclassified,25
41.96,-87.69,Hazard,On Road,269
41.96,-87.69,Hazard,On Shoulder,9
41.96,-87.69,Hazard,Unclassified,1
41.96,-87.69,Hazard,Weather,6
41.96,-87.69,Jam,Heavy Traffic,369
41.96,-87.69,Jam,Moderate Traffic,14
41.96,-87.69,Jam,Stand Still Traffic,323
41.96,-87.69,Jam,Unclassified,116
41.96,-87.69,Road Closed,Construction,5
41.96,-87.69,Road Closed,Event,1
41.96,-87.69,Road Closed,Unclassified,214
41.96,-87.68,Accident,Major,3
41.96,-87.68,Accident,Unclassified,17
41.96,-87.68,Hazard,On Road,155
41.96,-87.68,Hazard,On Shoulder,9
41.96,-87.68,Hazard,Weather,2
41.96,-87.68,Jam,Heavy Traffic,164
41.96,-87.68,Jam,Moderate Traffic,9
41.96,-87.68,Jam,Stand Still Traffic,168
41.96,-87.68,Jam,Unclassified,83
41.96,-87.68,Road Closed,Unclassified,17
41.96,-87.67,Accident,Major,1
41.96,-87.67,Accident,Minor,3
41.96,-87.67,Accident,Unclassified,21
41.96,-87.67,Hazard,On Road,281
41.96,-87.67,Hazard,On Shoulder,28
41.96,-87.67,Hazard,Unclassified,1
41.96,-87.67,Hazard,Weather,2
41.96,-87.67,Jam,Heavy Traffic,259
41.96,-87.67,Jam,Moderate Traffic,5
41.96,-87.67,Jam,Stand Still Traffic,186
41.96,-87.67,Jam,Unclassified,101
41.96,-87.67,Road Closed,Event,5
41.96,-87.67,Road Closed,Unclassified,26
41.96,-87.66,Accident,Major,4
41.96,-87.66,Accident,Unclassified,4
41.96,-87.66,Hazard,On Road,36
41.96,-87.66,Hazard,On Shoulder,5
41.96,-87.66,Hazard,Weather,3
41.96,-87.66,Jam,Heavy Traffic,121
41.96,-87.66,Jam,Moderate Traffic,3
41.96,-87.66,Jam,Stand Still Traffic,153
41.96,-87.66,Jam,Unclassified,58
41.96,-87.66,Road Closed,Event,35
41.96,-87.66,Road Closed,Unclassified,5
41.96,-87.65,Accident,Major,9
41.96,-87.65,Accident,Minor,6
41.96,-87.65,Accident,Unclassified,62
41.96,-87.65,Hazard,On Road,385
41.96,-87.65,Hazard,On Shoulder,271
41.96,-87.65,Hazard,Unclassified,1
41.96,-87.65,Hazard,Weather,64
41.96,-87.65,Jam,Heavy Traffic,460
41.96,-87.65,Jam,Moderate Traffic,9
41.96,-87.65,Jam,Stand Still Traffic,547
41.96,-87.65,Jam,Unclassified,145
41.96,-87.65,Road Closed,Event,46
41.96,-87.65,Road Closed,Unclassified,17
41.96,-87.64,Accident,Minor,1
41.96,-87.64,Accident,Unclassified,5
41.96,-87.64,Hazard,On Road,37
41.96,-87.64,Hazard,On Shoulder,24
41.96,-87.64,Hazard,Weather,1
41.96,-87.64,Jam,Heavy Traffic,35
41.96,-87.64,Jam,Moderate Traffic,1
41.96,-87.64,Jam,Stand Still Traffic,62
41.96,-87.64,Jam,Unclassified,18
41.96,-87.64,Road Closed,Event,1
41.96,-87.64,Road Closed,Unclassified,2
41.96,-87.63,Hazard,On Road,1
41.96,-87.63,Jam,Heavy Traffic,1
41.96,-87.63,Jam,Stand Still Traffic,2
41.97,-87.89,Accident,Unclassified,2
41.97,-87.89,Hazard,On Road,9
41.97,-87.89,Hazard,On Shoulder,8
41.97,-87.89,Hazard,Unclassified,3
41.97,-87.89,Hazard,Weather,3
41.97,-87.89,Jam,Heavy Traffic,7
41.97,-87.89,Jam,Stand Still Traffic,16
41.97,-87.89,Jam,Unclassified,6
41.97,-87.88,Hazard,On Road,1
41.97,-87.88,Hazard,On Shoulder,5
41.97,-87.88,Hazard,Unclassified,4
41.97,-87.87,Hazard,On Road,13
41.97,-87.87,Hazard,Unclassified,8
41.97,-87.86,Accident,Unclassified,1
41.97,-87.86,Hazard,On Road,2
41.97,-87.86,Jam,Stand Still Traffic,1
41.97,-87.86,Jam,Unclassified,1
41.97,-87.85,Accident,Major,1
41.97,-87.85,Accident,Minor,2
41.97,-87.85,Accident,Unclassified,10
41.97,-87.85,Hazard,On Road,124
41.97,-87.85,Hazard,On Shoulder,25
41.97,-87.85,Hazard,Unclassified,18
41.97,-87.85,Hazard,Weather,2
41.97,-87.85,Jam,Heavy Traffic,10
41.97,-87.85,Jam,Stand Still Traffic,4
41.97,-87.85,Jam,Unclassified,7
41.97,-87.84,Accident,Unclassified,1
41.97,-87.84,Hazard,On Road,17
41.97,-87.84,Hazard,On Shoulder,1
41.97,-87.84,Hazard,Unclassified,5
41.97,-87.84,Hazard,Weather,1
41.97,-87.84,Jam,Heavy Traffic,2
41.97,-87.84,Jam,Unclassified,1
41.97,-87.83,Accident,Unclassified,1
41.97,-87.83,Hazard,On Road,9
41.97,-87.83,Hazard,On Shoulder,1
41.97,-87.83,Hazard,Unclassified,21
41.97,-87.83,Jam,Stand Still Traffic,2
41.97,-87.82,Accident,Minor,1
41.97,-87.82,Hazard,On Road,15
41.97,-87.82,Hazard,Unclassified,37
41.97,-87.82,Jam,Heavy Traffic,8
41.97,-87.82,Jam,Stand Still Traffic,20
41.97,-87.82,Jam,Unclassified,6
41.97,-87.81,Accident,Minor,2
41.97,-87.81,Accident,Unclassified,4
41.97,-87.81,Hazard,On Road,69
41.97,-87.81,Hazard,On Shoulder,6
41.97,-87.81,Hazard,Unclassified,121
41.97,-87.81,Hazard,Weather,1
41.97,-87.81,Jam,Heavy Traffic,38
41.97,-87.81,Jam,Moderate Traffic,2
41.97,-87.81,Jam,Stand Still Traffic,44
41.97,-87.81,Jam,Unclassified,28
41.97,-87.8,Accident,Unclassified,1
41.97,-87.8,Hazard,On Road,15
41.97,-87.8,Hazard,Unclassified,4
41.97,-87.8,Hazard,Weather,2
41.97,-87.8,Jam,Stand Still Traffic,1
41.97,-87.8,Jam,Unclassified,2
41.97,-87.79,Accident,Major,2
41.97,-87.79,Accident,Unclassified,7
41.97,-87.79,Hazard,On Road,137
41.97,-87.79,Hazard,Unclassified,3
41.97,-87.79,Jam,Heavy Traffic,127
41.97,-87.79,Jam,Moderate Traffic,2
41.97,-87.79,Jam,Stand Still Traffic,122
41.97,-87.79,Jam,Unclassified,43
41.97,-87.79,Road Closed,Unclassified,1
41.97,-87.78,Accident,Minor,1
41.97,-87.78,Accident,Unclassified,13
41.97,-87.78,Hazard,On Road,98
41.97,-87.78,Hazard,On Shoulder,5
41.97,-87.78,Hazard,Unclassified,2
41.97,-87.78,Hazard,Weather,4
41.97,-87.78,Jam,Heavy Traffic,69
41.97,-87.78,Jam,Moderate Traffic,1
41.97,-87.78,Jam,Stand Still Traffic,49
41.97,-87.78,Jam,Unclassified,44
41.97,-87.78,Road Closed,Unclassified,1
41.97,-87.77,Accident,Major,49
41.97,-87.77,Accident,Minor,8
41.97,-87.77,Accident,Unclassified,120
41.97,-87.77,Hazard,On Road,370
41.97,-87.77,Hazard,On Shoulder,846
41.97,-87.77,Hazard,Unclassified,7
41.97,-87.77,Hazard,Weather,7
41.97,-87.77,Jam,Heavy Traffic,2057
41.97,-87.77,Jam,Moderate Traffic,16
41.97,-87.77,Jam,Stand Still Traffic,1676
41.97,-87.77,Jam,Unclassified,412
41.97,-87.77,Road Closed,Unclassified,12
41.97,-87.76,Accident,Major,88
41.97,-87.76,Accident,Minor,26
41.97,-87.76,Accident,Unclassified,188
41.97,-87.76,Hazard,On Road,968
41.97,-87.76,Hazard,On Shoulder,1351
41.97,-87.76,Hazard,Unclassified,11
41.97,-87.76,Hazard,Weather,18
41.97,-87.76,Jam,Heavy Traffic,2752
41.97,-87.76,Jam,Moderate Traffic,34
41.97,-87.76,Jam,Stand Still Traffic,2503
41.97,-87.76,Jam,Unclassified,567
41.97,-87.76,Road Closed,Construction,1
41.97,-87.76,Road Closed,Unclassified,37
41.97,-87.75,Accident,Major,63
41.97,-87.75,Accident,Minor,28
41.97,-87.75,Accident,Unclassified,279
41.97,-87.75,Hazard,On Road,1209
41.97,-87.75,Hazard,On Shoulder,2788
41.97,-87.75,Hazard,Unclassified,15
41.97,-87.75,Hazard,Weather,15
41.97,-87.75,Jam,Heavy Traffic,2399
41.97,-87.75,Jam,Moderate Traffic,69
41.97,-87.75,Jam,Stand Still Traffic,2079
41.97,-87.75,Jam,Unclassified,558
41.97,-87.75,Road Closed,Construction,3
41.97,-87.75,Road Closed,Event,4932
41.97,-87.75,Road Closed,Unclassified,133
41.97,-87.74,Accident,Major,1
41.97,-87.74,Accident,Minor,1
41.97,-87.74,Accident,Unclassified,16
41.97,-87.74,Hazard,On Road,80
41.97,-87.74,Hazard,On Shoulder,6
41.97,-87.74,Hazard,Weather,9
41.97,-87.74,Jam,Heavy Traffic,349
41.97,-87.74,Jam,Moderate Traffic,15
41.97,-87.74,Jam,Stand Still Traffic,286
41.97,-87.74,Jam,Unclassified,128
41.97,-87.74,Road Closed,Construction,4
41.97,-87.74,Road Closed,Unclassified,26
41.97,-87.73,Accident,Major,1
41.97,-87.73,Accident,Minor,1
41.97,-87.73,Accident,Unclassified,13
41.97,-87.73,Hazard,On Road,218
41.97,-87.73,Hazard,On Shoulder,17
41.97,-87.73,Hazard,Unclassified,1
41.97,-87.73,Hazard,Weather,3
41.97,-87.73,Jam,Heavy Traffic,225
41.97,-87.73,Jam,Moderate Traffic,18
41.97,-87.73,Jam,Stand Still Traffic,280
41.97,-87.73,Jam,Unclassified,101
41.97,-87.73,Road Closed,Construction,5
41.97,-87.73,Road Closed,Event,3
41.97,-87.73,Road Closed,Hazard,1
41.97,-87.73,Road Closed,Unclassified,164
41.97,-87.72,Accident,Major,1
41.97,-87.72,Accident,Unclassified,17
41.97,-87.72,Hazard,On Road,83
41.97,-87.72,Hazard,On Shoulder,6
41.97,-87.72,Hazard,Weather,6
41.97,-87.72,Jam,Heavy Traffic,96
41.97,-87.72,Jam,Moderate Traffic,5
41.97,-87.72,Jam,Stand Still Traffic,119
41.97,-87.72,Jam,Unclassified,56
41.97,-87.72,Road Closed,Unclassified,15
41.97,-87.71,Accident,Major,1
41.97,-87.71,Accident,Minor,1
41.97,-87.71,Accident,Unclassified,31
41.97,-87.71,Hazard,On Road,240
41.97,-87.71,Hazard,On Shoulder,21
41.97,-87.71,Hazard,Weather,12
41.97,-87.71,Jam,Heavy Traffic,565
41.97,-87.71,Jam,Moderate Traffic,16
41.97,-87.71,Jam,Stand Still Traffic,378
41.97,-87.71,Jam,Unclassified,136
41.97,-87.71,Road Closed,Event,1
41.97,-87.71,Road Closed,Unclassified,14
41.97,-87.7,Accident,Major,2
41.97,-87.7,Accident,Unclassified,8
41.97,-87.7,Hazard,On Road,137
41.97,-87.7,Hazard,On Shoulder,20
41.97,-87.7,Hazard,Unclassified,2
41.97,-87.7,Hazard,Weather,6
41.97,-87.7,Jam,Heavy Traffic,130
41.97,-87.7,Jam,Moderate Traffic,9
41.97,-87.7,Jam,Stand Still Traffic,102
41.97,-87.7,Jam,Unclassified,56
41.97,-87.7,Road Closed,Unclassified,20
41.97,-87.69,Accident,Major,5
41.97,-87.69,Accident,Minor,2
41.97,-87.69,Accident,Unclassified,28
41.97,-87.69,Hazard,On Road,306
41.97,-87.69,Hazard,On Shoulder,33
41.97,-87.69,Hazard,Unclassified,2
41.97,-87.69,Hazard,Weather,12
41.97,-87.69,Jam,Heavy Traffic,500
41.97,-87.69,Jam,Moderate Traffic,27
41.97,-87.69,Jam,Stand Still Traffic,357
41.97,-87.69,Jam,Unclassified,136
41.97,-87.69,Road Closed,Unclassified,29
41.97,-87.68,Accident,Major,1
41.97,-87.68,Accident,Minor,2
41.97,-87.68,Accident,Unclassified,8
41.97,-87.68,Hazard,On Road,170
41.97,-87.68,Hazard,On Shoulder,7
41.97,-87.68,Hazard,Unclassified,1
41.97,-87.68,Hazard,Weather,6
41.97,-87.68,Jam,Heavy Traffic,179
41.97,-87.68,Jam,Moderate Traffic,12
41.97,-87.68,Jam,Stand Still Traffic,149
41.97,-87.68,Jam,Unclassified,67
41.97,-87.68,Road Closed,Unclassified,17
41.97,-87.67,Accident,Major,2
41.97,-87.67,Accident,Minor,2
41.97,-87.67,Accident,Unclassified,22
41.97,-87.67,Hazard,On Road,350
41.97,-87.67,Hazard,On Shoulder,44
41.97,-87.67,Hazard,Weather,13
41.97,-87.67,Jam,Heavy Traffic,302
41.97,-87.67,Jam,Moderate Traffic,10
41.97,-87.67,Jam,Stand Still Traffic,274
41.97,-87.67,Jam,Unclassified,146
41.97,-87.67,Road Closed,Unclassified,27
41.97,-87.66,Accident,Major,2
41.97,-87.66,Accident,Minor,1
41.97,-87.66,Accident,Unclassified,27
41.97,-87.66,Hazard,On Road,421
41.97,-87.66,Hazard,On Shoulder,35
41.97,-87.66,Hazard,Unclassified,1
41.97,-87.66,Hazard,Weather,9
41.97,-87.66,Jam,Heavy Traffic,215
41.97,-87.66,Jam,Moderate Traffic,8
41.97,-87.66,Jam,Stand Still Traffic,181
41.97,-87.66,Jam,Unclassified,133
41.97,-87.66,Road Closed,Event,10
41.97,-87.66,Road Closed,Unclassified,26
41.97,-87.65,Accident,Major,5
41.97,-87.65,Accident,Minor,7
41.97,-87.65,Accident,Unclassified,43
41.97,-87.65,Hazard,On Road,482
41.97,-87.65,Hazard,On Shoulder,188
41.97,-87.65,Hazard,Weather,39
41.97,-87.65,Jam,Heavy Traffic,303
41.97,-87.65,Jam,Moderate Traffic,6
41.97,-87.65,Jam,Stand Still Traffic,361
41.97,-87.65,Jam,Unclassified,134
41.97,-87.65,Road Closed,Construction,1
41.97,-87.65,Road Closed,Event,34
41.97,-87.65,Road Closed,Unclassified,40
41.97,-87.64,Accident,Unclassified,1
41.97,-87.64,Hazard,On Road,5
41.97,-87.64,Jam,Heavy Traffic,2
41.97,-87.64,Jam,Stand Still Traffic,20
41.97,-87.64,Jam,Unclassified,4
41.97,-87.64,Road Closed,Unclassified,1
41.98,-87.93,Hazard,Unclassified,24
41.98,-87.91,Accident,Unclassified,1
41.98,-87.91,Hazard,On Road,85
41.98,-87.91,Hazard,On Shoulder,11
41.98,-87.91,Hazard,Unclassified,15
41.98,-87.91,Hazard,Weather,3
41.98,-87.91,Jam,Heavy Traffic,11
41.98,-87.91,Jam,Stand Still Traffic,43
41.98,-87.91,Jam,Unclassified,26
41.98,-87.9,Accident,Major,4
41.98,-87.9,Accident,Minor,1
41.98,-87.9,Accident,Unclassified,34
41.98,-87.9,Hazard,On Road,130
41.98,-87.9,Hazard,On Shoulder,165
41.98,-87.9,Hazard,Unclassified,20
41.98,-87.9,Hazard,Weather,6
41.98,-87.9,Jam,Heavy Traffic,87
41.98,-87.9,Jam,Stand Still Traffic,166
41.98,-87.9,Jam,Unclassified,56
41.98,-87.9,Road Closed,Unclassified,5
41.98,-87.89,Accident,Major,3
41.98,-87.89,Accident,Minor,1
41.98,-87.89,Accident,Unclassified,36
41.98,-87.89,Hazard,On Road,159
41.98,-87.89,Hazard,On Shoulder,146
41.98,-87.89,Hazard,Unclassified,18
41.98,-87.89,Hazard,Weather,13
41.98,-87.89,Jam,Heavy Traffic,80
41.98,-87.89,Jam,Moderate Traffic,1
41.98,-87.89,Jam,Stand Still Traffic,113
41.98,-87.89,Jam,Unclassified,62
41.98,-87.89,Road Closed,Unclassified,1
41.98,-87.88,Accident,Major,19
41.98,-87.88,Accident,Minor,5
41.98,-87.88,Accident,Unclassified,29
41.98,-87.88,Hazard,On Road,144
41.98,-87.88,Hazard,On Shoulder,726
41.98,-87.88,Hazard,Unclassified,22
41.98,-87.88,Hazard,Weather,6
41.98,-87.88,Jam,Heavy Traffic,70
41.98,-87.88,Jam,Moderate Traffic,4
41.98,-87.88,Jam,Stand Still Traffic,108
41.98,-87.88,Jam,Unclassified,37
41.98,-87.88,Road Closed,Event,2
41.98,-87.86,Hazard,On Shoulder,3
41.98,-87.86,Jam,Heavy Traffic,1
41.98,-87.86,Jam,Unclassified,1
41.98,-87.85,Accident,Major,6
41.98,-87.85,Accident,Unclassified,12
41.98,-87.85,Hazard,On Road,89
41.98,-87.85,Hazard,On Shoulder,122
41.98,-87.85,Hazard,Unclassified,16
41.98,-87.85,Hazard,Weather,3
41.98,-87.85,Jam,Heavy Traffic,21
41.98,-87.85,Jam,Stand Still Traffic,33
41.98,-87.85,Jam,Unclassified,8
41.98,-87.84,Accident,Major,14
41.98,-87.84,Accident,Minor,4
41.98,-87.84,Accident,Unclassified,65
41.98,-87.84,Hazard,On Road,412
41.98,-87.84,Hazard,On Shoulder,926
41.98,-87.84,Hazard,Unclassified,55
41.98,-87.84,Hazard,Weather,17
41.98,-87.84,Jam,Heavy Traffic,507
41.98,-87.84,Jam,Moderate Traffic,18
41.98,-87.84,Jam,Stand Still Traffic,375
41.98,-87.84,Jam,Unclassified,149
41.98,-87.84,Road Closed,Unclassified,1
41.98,-87.83,Accident,Major,17
41.98,-87.83,Accident,Minor,5
41.98,-87.83,Accident,Unclassified,41
41.98,-87.83,Hazard,On Road,326
41.98,-87.83,Hazard,On Shoulder,1267
41.98,-87.83,Hazard,Unclassified,27
41.98,-87.83,Hazard,Weather,6
41.98,-87.83,Jam,Heavy Traffic,610
41.98,-87.83,Jam,Moderate Traffic,17
41.98,-87.83,Jam,Stand Still Traffic,452
41.98,-87.83,Jam,Unclassified,137
41.98,-87.83,Road Closed,Event,2
41.98,-87.82,Accident,Major,28
41.98,-87.82,Accident,Minor,9
41.98,-87.82,Accident,Unclassified,89
